Case ID,Start Timestamp,Complete Timestamp,Task,Resource
23,2024-09-27 22:36:39.758656,2024-09-27 22:36:41.280833,Send confirmation message to user,BookingSystem
23,2024-09-27 22:36:41.280833,2024-09-27 22:36:42.601512,Receive confirmation,Eve
24,2024-09-27 22:36:02.924653,2024-09-27 22:36:05.854276,Search for attraction,David
24,2024-09-27 22:36:05.854276,2024-09-27 22:36:08.294267,Response attraction information to user,VisitorInformationSystem
24,2024-09-27 22:36:08.294267,2024-09-27 22:36:10.660679,Click specific attraction book now button,David
24,2024-09-27 22:36:10.660679,2024-09-27 22:36:11.742166,Response tour information to user,BookingSystem
24,2024-09-27 22:36:11.742166,2024-09-27 22:36:13.336174,View specific tour details,David
24,2024-09-27 22:36:13.336174,2024-09-27 22:36:17.523192,Fill personal information and click book button,David
24,2024-09-27 22:36:17.523192,2024-09-27 22:36:22.375511,Validate user input,BookingSystem
24,2024-09-27 22:36:22.375511,2024-09-27 22:36:24.419374,Check availability,InventorySystem
24,2024-09-27 22:36:24.419374,2024-09-27 22:36:27.287328,Create an order and return an order id to user,BookingSystem
24,2024-09-27 22:36:27.287328,2024-09-27 22:36:29.750094,Confirm and pay,David
24,2024-09-27 22:36:29.750094,2024-09-27 22:36:29.750094,Process terminated: Payment failure,PaymentGateway
25,2024-09-27 22:36:02.924662,2024-09-27 22:36:05.013884,Browse attraction page,Alice
25,2024-09-27 22:36:05.013884,2024-09-27 22:36:07.189556,Response attraction information to user,VisitorInformationSystem
25,2024-09-27 22:36:07.189556,2024-09-27 22:36:11.666726,Click specific attraction book now button,Alice
25,2024-09-27 22:36:11.666726,2024-09-27 22:36:13.547111,Response tour information to user,BookingSystem
25,2024-09-27 22:36:13.547111,2024-09-27 22:36:15.105005,View specific tour details,Alice
25,2024-09-27 22:36:15.105005,2024-09-27 22:36:16.402178,Fill personal information and click book button,Alice
25,2024-09-27 22:36:16.402178,2024-09-27 22:36:21.155740,Validate user input,BookingSystem
25,2024-09-27 22:36:21.155740,2024-09-27 22:36:25.532347,Check availability,InventorySystem
25,2024-09-27 22:36:25.532347,2024-09-27 22:36:28.018871,Create an order and return an order id to user,BookingSystem
25,2024-09-27 22:36:28.018871,2024-09-27 22:36:30.726247,Confirm and pay,Alice
25,2024-09-27 22:36:30.726247,2024-09-27 22:36:33.713863,Validate user payment information and process payment,PaymentGateway
25,2024-09-27 22:36:33.713863,2024-09-27 22:36:35.798526,Update inventory,InventorySystem
25,2024-09-27 22:36:35.798526,2024-09-27 22:36:40.578201,Send confirmation message to user,BookingSystem
25,2024-09-27 22:36:40.578201,2024-09-27 22:36:45.515102,Receive confirmation,Alice
26,2024-09-27 22:36:02.924669,2024-09-27 22:36:05.410216,Search for attraction,Bob
26,2024-09-27 22:36:05.410216,2024-09-27 22:36:09.104077,Response attraction information to user,VisitorInformationSystem
26,2024-09-27 22:36:09.104077,2024-09-27 22:36:12.008800,Click specific attraction book now button,Bob
26,2024-09-27 22:36:12.008800,2024-09-27 22:36:15.337621,Response tour information to user,BookingSystem
26,2024-09-27 22:36:15.337621,2024-09-27 22:36:18.475299,View specific tour details,Bob
26,2024-09-27 22:36:18.475299,2024-09-27 22:36:20.733658,Fill personal information and click book button,Bob
26,2024-09-27 22:36:20.733658,2024-09-27 22:36:22.421671,Validate user input,BookingSystem
26,2024-09-27 22:36:22.421671,2024-09-27 22:36:23.934245,Check availability,InventorySystem
26,2024-09-27 22:36:23.934245,2024-09-27 22:36:28.745607,Create an order and return an order id to user,BookingSystem
26,2024-09-27 22:36:28.745607,2024-09-27 22:36:31.798551,Confirm and pay,Bob
26,2024-09-27 22:36:31.798551,2024-09-27 22:36:31.798551,Process terminated: Payment failure,PaymentGateway
27,2024-09-27 22:36:02.924674,2024-09-27 22:36:04.202533,Browse attraction page,Eve
27,2024-09-27 22:36:04.202533,2024-09-27 22:36:08.389091,Response attraction information to user,VisitorInformationSystem
27,2024-09-27 22:36:08.389091,2024-09-27 22:36:11.638355,Click specific attraction book now button,Eve
27,2024-09-27 22:36:11.638355,2024-09-27 22:36:16.041398,Response tour information to user,BookingSystem
27,2024-09-27 22:36:16.041398,2024-09-27 22:36:18.233893,View specific tour details,Eve
27,2024-09-27 22:36:18.233893,2024-09-27 22:36:19.860640,Fill personal information and click book button,Eve
27,2024-09-27 22:36:19.860640,2024-09-27 22:36:22.324260,Validate user input,BookingSystem
27,2024-09-27 22:36:22.324260,2024-09-27 22:36:27.252140,Check availability,InventorySystem
27,2024-09-27 22:36:27.252140,2024-09-27 22:36:31.657104,Create an order and return an order id to user,BookingSystem
27,2024-09-27 22:36:31.657104,2024-09-27 22:36:35.130049,Confirm and pay,Eve
27,2024-09-27 22:36:35.130049,2024-09-27 22:36:39.934617,Validate user payment information and process payment,PaymentGateway
27,2024-09-27 22:36:39.934617,2024-09-27 22:36:43.552026,Update inventory,InventorySystem
27,2024-09-27 22:36:43.552026,2024-09-27 22:36:47.391512,Send confirmation message to user,BookingSystem
27,2024-09-27 22:36:47.391512,2024-09-27 22:36:50.458880,Receive confirmation,Eve
28,2024-09-27 22:36:02.924681,2024-09-27 22:36:05.797462,Search for attraction,Charlie
28,2024-09-27 22:36:05.797462,2024-09-27 22:36:10.337786,Response attraction information to user,VisitorInformationSystem
28,2024-09-27 22:36:10.337786,2024-09-27 22:36:14.196345,Click specific attraction book now button,Charlie
28,2024-09-27 22:36:14.196345,2024-09-27 22:36:17.322567,Response tour information to user,BookingSystem
28,2024-09-27 22:36:17.322567,2024-09-27 22:36:21.811907,View specific tour details,Charlie
28,2024-09-27 22:36:21.811907,2024-09-27 22:36:25.893798,Fill personal information and click book button,Charlie
28,2024-09-27 22:36:25.893798,2024-09-27 22:36:27.733959,Validate user input,BookingSystem
28,2024-09-27 22:36:27.733959,2024-09-27 22:36:31.854463,Check availability,InventorySystem
28,2024-09-27 22:36:31.854463,2024-09-27 22:36:35.437672,Create an order and return an order id to user,BookingSystem
28,2024-09-27 22:36:35.437672,2024-09-27 22:36:39.207919,Confirm and pay,Charlie
28,2024-09-27 22:36:39.207919,2024-09-27 22:36:44.044993,Validate user payment information and process payment,PaymentGateway
28,2024-09-27 22:36:44.044993,2024-09-27 22:36:49.008850,Update inventory,InventorySystem
28,2024-09-27 22:36:49.008850,2024-09-27 22:36:53.634625,Send confirmation message to user,BookingSystem
28,2024-09-27 22:36:53.634625,2024-09-27 22:36:57.856855,Receive confirmation,Charlie
29,2024-09-27 22:36:02.924688,2024-09-27 22:36:04.659194,Search for attraction,Bob
29,2024-09-27 22:36:04.659194,2024-09-27 22:36:06.002351,Response attraction information to user,VisitorInformationSystem
29,2024-09-27 22:36:06.002351,2024-09-27 22:36:10.164433,Click specific attraction book now button,Bob
29,2024-09-27 22:36:10.164433,2024-09-27 22:36:11.859545,Response tour information to user,BookingSystem
29,2024-09-27 22:36:11.859545,2024-09-27 22:36:15.195050,View specific tour details,Bob
29,2024-09-27 22:36:15.195050,2024-09-27 22:36:17.324319,Fill personal information and click book button,Bob
29,2024-09-27 22:36:17.324319,2024-09-27 22:36:20.037612,Validate user input,BookingSystem
29,2024-09-27 22:36:20.037612,2024-09-27 22:36:23.821850,Check availability,InventorySystem
29,2024-09-27 22:36:23.821850,2024-09-27 22:36:24.888565,Create an order and return an order id to user,BookingSystem
29,2024-09-27 22:36:24.888565,2024-09-27 22:36:29.284523,Confirm and pay,Bob
29,2024-09-27 22:36:29.284523,2024-09-27 22:36:33.892156,Validate user payment information and process payment,PaymentGateway
29,2024-09-27 22:36:33.892156,2024-09-27 22:36:35.001642,Update inventory,InventorySystem
29,2024-09-27 22:36:35.001642,2024-09-27 22:36:36.031027,Send confirmation message to user,BookingSystem
29,2024-09-27 22:36:36.031027,2024-09-27 22:36:37.444264,Receive confirmation,Bob
30,2024-09-27 22:36:02.924696,2024-09-27 22:36:05.918394,Search for attraction,Alice
30,2024-09-27 22:36:05.918394,2024-09-27 22:36:08.832685,Response attraction information to user,VisitorInformationSystem
30,2024-09-27 22:36:08.832685,2024-09-27 22:36:13.537820,Click specific attraction book now button,Alice
30,2024-09-27 22:36:13.537820,2024-09-27 22:36:16.088475,Response tour information to user,BookingSystem
30,2024-09-27 22:36:16.088475,2024-09-27 22:36:18.990295,View specific tour details,Alice
30,2024-09-27 22:36:18.990295,2024-09-27 22:36:20.574022,Fill personal information and click book button,Alice
30,2024-09-27 22:36:20.574022,2024-09-27 22:36:22.479622,Validate user input,BookingSystem
30,2024-09-27 22:36:22.479622,2024-09-27 22:36:27.418391,Check availability,InventorySystem
30,2024-09-27 22:36:27.418391,2024-09-27 22:36:28.991527,Create an order and return an order id to user,BookingSystem
30,2024-09-27 22:36:28.991527,2024-09-27 22:36:31.880685,Confirm and pay,Alice
30,2024-09-27 22:36:31.880685,2024-09-27 22:36:36.087090,Validate user payment information and process payment,PaymentGateway
30,2024-09-27 22:36:36.087090,2024-09-27 22:36:38.213468,Update inventory,InventorySystem
30,2024-09-27 22:36:38.213468,2024-09-27 22:36:39.716526,Send confirmation message to user,BookingSystem
30,2024-09-27 22:36:39.716526,2024-09-27 22:36:41.779818,Receive confirmation,Alice
31,2024-09-27 22:36:02.924707,2024-09-27 22:36:07.778958,Search for attraction,Bob
31,2024-09-27 22:36:07.778958,2024-09-27 22:36:11.049605,Response attraction information to user,VisitorInformationSystem
31,2024-09-27 22:36:11.049605,2024-09-27 22:36:13.046197,Click specific attraction book now button,Bob
31,2024-09-27 22:36:13.046197,2024-09-27 22:36:16.852053,Response tour information to user,BookingSystem
31,2024-09-27 22:36:16.852053,2024-09-27 22:36:18.519188,View specific tour details,Bob
31,2024-09-27 22:36:18.519188,2024-09-27 22:36:20.531297,Fill personal information and click book button,Bob
31,2024-09-27 22:36:20.531297,2024-09-27 22:36:22.943936,Validate user input,BookingSystem
31,2024-09-27 22:36:22.943936,2024-09-27 22:36:27.692473,Check availability,InventorySystem
31,2024-09-27 22:36:27.692473,2024-09-27 22:36:32.581626,Create an order and return an order id to user,BookingSystem
31,2024-09-27 22:36:32.581626,2024-09-27 22:36:36.581883,Confirm and pay,Bob
31,2024-09-27 22:36:36.581883,2024-09-27 22:36:40.021900,Validate user payment information and process payment,PaymentGateway
31,2024-09-27 22:36:40.021900,2024-09-27 22:36:41.139447,Update inventory,InventorySystem
31,2024-09-27 22:36:41.139447,2024-09-27 22:36:45.396494,Send confirmation message to user,BookingSystem
31,2024-09-27 22:36:45.396494,2024-09-27 22:36:46.605450,Receive confirmation,Bob
32,2024-09-27 22:36:02.924715,2024-09-27 22:36:05.412416,Search for attraction,Bob
32,2024-09-27 22:36:05.412416,2024-09-27 22:36:07.856109,Response attraction information to user,VisitorInformationSystem
32,2024-09-27 22:36:07.856109,2024-09-27 22:36:09.951091,Click specific attraction book now button,Bob
32,2024-09-27 22:36:09.951091,2024-09-27 22:36:14.644942,Response tour information to user,BookingSystem
32,2024-09-27 22:36:14.644942,2024-09-27 22:36:18.409392,View specific tour details,Bob
32,2024-09-27 22:36:18.409392,2024-09-27 22:36:19.496968,Fill personal information and click book button,Bob
32,2024-09-27 22:36:19.496968,2024-09-27 22:36:24.474076,Validate user input,BookingSystem
32,2024-09-27 22:36:24.474076,2024-09-27 22:36:26.661623,Check availability,InventorySystem
32,2024-09-27 22:36:26.661623,2024-09-27 22:36:27.883385,Create an order and return an order id to user,BookingSystem
32,2024-09-27 22:36:27.883385,2024-09-27 22:36:31.925248,Confirm and pay,Bob
32,2024-09-27 22:36:31.925248,2024-09-27 22:36:36.041229,Validate user payment information and process payment,PaymentGateway
32,2024-09-27 22:36:36.041229,2024-09-27 22:36:38.713273,Update inventory,InventorySystem
32,2024-09-27 22:36:38.713273,2024-09-27 22:36:42.950238,Send confirmation message to user,BookingSystem
32,2024-09-27 22:36:42.950238,2024-09-27 22:36:47.030981,Receive confirmation,Bob
33,2024-09-27 22:36:02.924722,2024-09-27 22:36:06.518563,Browse attraction page,Charlie
33,2024-09-27 22:36:06.518563,2024-09-27 22:36:06.518563,Process terminated: System failure,VisitorInformationSystem
34,2024-09-27 22:36:02.924724,2024-09-27 22:36:07.240495,Browse attraction page,Alice
34,2024-09-27 22:36:07.240495,2024-09-27 22:36:10.153185,Response attraction information to user,VisitorInformationSystem
34,2024-09-27 22:36:10.153185,2024-09-27 22:36:11.309570,Click specific attraction book now button,Alice
34,2024-09-27 22:36:11.309570,2024-09-27 22:36:15.509558,Response tour information to user,BookingSystem
34,2024-09-27 22:36:15.509558,2024-09-27 22:36:18.015300,View specific tour details,Alice
34,2024-09-27 22:36:18.015300,2024-09-27 22:36:21.897191,Fill personal information and click book button,Alice
34,2024-09-27 22:36:21.897191,2024-09-27 22:36:24.514484,Validate user input,BookingSystem
34,2024-09-27 22:36:24.514484,2024-09-27 22:36:26.845052,Check availability,InventorySystem
34,2024-09-27 22:36:26.845052,2024-09-27 22:36:28.661783,Create an order and return an order id to user,BookingSystem
34,2024-09-27 22:36:28.661783,2024-09-27 22:36:33.369074,Confirm and pay,Alice
34,2024-09-27 22:36:33.369074,2024-09-27 22:36:35.337846,Validate user payment information and process payment,PaymentGateway
34,2024-09-27 22:36:35.337846,2024-09-27 22:36:39.413601,Update inventory,InventorySystem
34,2024-09-27 22:36:39.413601,2024-09-27 22:36:42.795355,Send confirmation message to user,BookingSystem
34,2024-09-27 22:36:42.795355,2024-09-27 22:36:45.607782,Receive confirmation,Alice
35,2024-09-27 22:36:02.924731,2024-09-27 22:36:04.697934,Search for attraction,David
35,2024-09-27 22:36:04.697934,2024-09-27 22:36:06.410152,Response attraction information to user,VisitorInformationSystem
35,2024-09-27 22:36:06.410152,2024-09-27 22:36:10.508735,Click specific attraction book now button,David
35,2024-09-27 22:36:10.508735,2024-09-27 22:36:12.983237,Response tour information to user,BookingSystem
35,2024-09-27 22:36:12.983237,2024-09-27 22:36:14.268035,View specific tour details,David
35,2024-09-27 22:36:14.268035,2024-09-27 22:36:15.950250,Fill personal information and click book button,David
35,2024-09-27 22:36:15.950250,2024-09-27 22:36:18.723215,Validate user input,BookingSystem
35,2024-09-27 22:36:18.723215,2024-09-27 22:36:19.876037,Check availability,InventorySystem
35,2024-09-27 22:36:19.876037,2024-09-27 22:36:23.585215,Create an order and return an order id to user,BookingSystem
35,2024-09-27 22:36:23.585215,2024-09-27 22:36:25.635727,Confirm and pay,David
35,2024-09-27 22:36:25.635727,2024-09-27 22:36:27.518509,Validate user payment information and process payment,PaymentGateway
35,2024-09-27 22:36:27.518509,2024-09-27 22:36:30.643874,Update inventory,InventorySystem
35,2024-09-27 22:36:30.643874,2024-09-27 22:36:34.025724,Send confirmation message to user,BookingSystem
35,2024-09-27 22:36:34.025724,2024-09-27 22:36:35.814995,Receive confirmation,David
36,2024-09-27 22:36:02.924738,2024-09-27 22:36:07.625463,Browse attraction page,Charlie
36,2024-09-27 22:36:07.625463,2024-09-27 22:36:11.105670,Response attraction information to user,VisitorInformationSystem
36,2024-09-27 22:36:11.105670,2024-09-27 22:36:13.019139,Click specific attraction book now button,Charlie
36,2024-09-27 22:36:13.019139,2024-09-27 22:36:17.356866,Response tour information to user,BookingSystem
36,2024-09-27 22:36:17.356866,2024-09-27 22:36:19.677203,View specific tour details,Charlie
36,2024-09-27 22:36:19.677203,2024-09-27 22:36:21.899908,Fill personal information and click book button,Charlie
36,2024-09-27 22:36:21.899908,2024-09-27 22:36:23.013706,Validate user input,BookingSystem
36,2024-09-27 22:36:23.013706,2024-09-27 22:36:26.073518,Check availability,InventorySystem
36,2024-09-27 22:36:26.073518,2024-09-27 22:36:27.953322,Create an order and return an order id to user,BookingSystem
36,2024-09-27 22:36:27.953322,2024-09-27 22:36:31.230477,Confirm and pay,Charlie
36,2024-09-27 22:36:31.230477,2024-09-27 22:36:35.818484,Validate user payment information and process payment,PaymentGateway
36,2024-09-27 22:36:35.818484,2024-09-27 22:36:40.644687,Update inventory,InventorySystem
36,2024-09-27 22:36:40.644687,2024-09-27 22:36:42.968664,Send confirmation message to user,BookingSystem
36,2024-09-27 22:36:42.968664,2024-09-27 22:36:47.906503,Receive confirmation,Charlie
37,2024-09-27 22:36:02.924745,2024-09-27 22:36:05.364007,Browse attraction page,Eve
37,2024-09-27 22:36:05.364007,2024-09-27 22:36:06.850560,Response attraction information to user,VisitorInformationSystem
37,2024-09-27 22:36:06.850560,2024-09-27 22:36:11.371264,Click specific attraction book now button,Eve
37,2024-09-27 22:36:11.371264,2024-09-27 22:36:15.245641,Response tour information to user,BookingSystem
37,2024-09-27 22:36:15.245641,2024-09-27 22:36:19.582896,View specific tour details,Eve
37,2024-09-27 22:36:19.582896,2024-09-27 22:36:21.552228,Fill personal information and click book button,Eve
37,2024-09-27 22:36:21.552228,2024-09-27 22:36:25.747510,Validate user input,BookingSystem
37,2024-09-27 22:36:25.747510,2024-09-27 22:36:27.846466,Check availability,InventorySystem
37,2024-09-27 22:36:27.846466,2024-09-27 22:36:31.119084,Create an order and return an order id to user,BookingSystem
37,2024-09-27 22:36:31.119084,2024-09-27 22:36:33.512314,Confirm and pay,Eve
37,2024-09-27 22:36:33.512314,2024-09-27 22:36:36.509929,Validate user payment information and process payment,PaymentGateway
37,2024-09-27 22:36:36.509929,2024-09-27 22:36:40.819045,Update inventory,InventorySystem
37,2024-09-27 22:36:40.819045,2024-09-27 22:36:44.540201,Send confirmation message to user,BookingSystem
37,2024-09-27 22:36:44.540201,2024-09-27 22:36:48.574615,Receive confirmation,Eve
38,2024-09-27 22:36:02.924756,2024-09-27 22:36:07.144878,Search for attraction,Bob
38,2024-09-27 22:36:07.144878,2024-09-27 22:36:10.598612,Response attraction information to user,VisitorInformationSystem
38,2024-09-27 22:36:10.598612,2024-09-27 22:36:13.838699,Click specific attraction book now button,Bob
38,2024-09-27 22:36:13.838699,2024-09-27 22:36:18.641641,Response tour information to user,BookingSystem
38,2024-09-27 22:36:18.641641,2024-09-27 22:36:19.801555,View specific tour details,Bob
38,2024-09-27 22:36:19.801555,2024-09-27 22:36:23.853051,Fill personal information and click book button,Bob
38,2024-09-27 22:36:23.853051,2024-09-27 22:36:28.085551,Validate user input,BookingSystem
38,2024-09-27 22:36:28.085551,2024-09-27 22:36:30.476499,Check availability,InventorySystem
38,2024-09-27 22:36:30.476499,2024-09-27 22:36:33.980303,Create an order and return an order id to user,BookingSystem
38,2024-09-27 22:36:33.980303,2024-09-27 22:36:38.032966,Confirm and pay,Bob
38,2024-09-27 22:36:38.032966,2024-09-27 22:36:42.426019,Validate user payment information and process payment,PaymentGateway
38,2024-09-27 22:36:42.426019,2024-09-27 22:36:45.309243,Update inventory,InventorySystem
38,2024-09-27 22:36:45.309243,2024-09-27 22:36:48.645758,Send confirmation message to user,BookingSystem
38,2024-09-27 22:36:48.645758,2024-09-27 22:36:51.729640,Receive confirmation,Bob
39,2024-09-27 22:36:02.924767,2024-09-27 22:36:07.336536,Search for attraction,Alice
39,2024-09-27 22:36:07.336536,2024-09-27 22:36:07.336536,Process terminated: System failure,VisitorInformationSystem
40,2024-09-27 22:36:02.924769,2024-09-27 22:36:05.913644,Search for attraction,Bob
40,2024-09-27 22:36:05.913644,2024-09-27 22:36:08.272790,Response attraction information to user,VisitorInformationSystem
40,2024-09-27 22:36:08.272790,2024-09-27 22:36:10.308281,Click specific attraction book now button,Bob
40,2024-09-27 22:36:10.308281,2024-09-27 22:36:14.952394,Response tour information to user,BookingSystem
40,2024-09-27 22:36:14.952394,2024-09-27 22:36:17.679222,View specific tour details,Bob
40,2024-09-27 22:36:17.679222,2024-09-27 22:36:19.736976,Fill personal information and click book button,Bob
40,2024-09-27 22:36:19.736976,2024-09-27 22:36:23.892361,Validate user input,BookingSystem
40,2024-09-27 22:36:23.892361,2024-09-27 22:36:25.731611,Check availability,InventorySystem
40,2024-09-27 22:36:25.731611,2024-09-27 22:36:29.182274,Create an order and return an order id to user,BookingSystem
40,2024-09-27 22:36:29.182274,2024-09-27 22:36:30.914835,Confirm and pay,Bob
40,2024-09-27 22:36:30.914835,2024-09-27 22:36:34.977496,Validate user payment information and process payment,PaymentGateway
40,2024-09-27 22:36:34.977496,2024-09-27 22:36:37.015040,Update inventory,InventorySystem
40,2024-09-27 22:36:37.015040,2024-09-27 22:36:40.245171,Send confirmation message to user,BookingSystem
40,2024-09-27 22:36:40.245171,2024-09-27 22:36:42.251136,Receive confirmation,Bob
41,2024-09-27 22:36:02.924776,2024-09-27 22:36:05.045361,Browse attraction page,Bob
41,2024-09-27 22:36:05.045361,2024-09-27 22:36:06.840050,Response attraction information to user,VisitorInformationSystem
41,2024-09-27 22:36:06.840050,2024-09-27 22:36:11.126362,Click specific attraction book now button,Bob
41,2024-09-27 22:36:11.126362,2024-09-27 22:36:13.586644,Response tour information to user,BookingSystem
41,2024-09-27 22:36:13.586644,2024-09-27 22:36:17.032730,View specific tour details,Bob
41,2024-09-27 22:36:17.032730,2024-09-27 22:36:21.946586,Fill personal information and click book button,Bob
41,2024-09-27 22:36:21.946586,2024-09-27 22:36:25.142868,Validate user input,BookingSystem
41,2024-09-27 22:36:25.142868,2024-09-27 22:36:29.966345,Check availability,InventorySystem
41,2024-09-27 22:36:29.966345,2024-09-27 22:36:33.159911,Create an order and return an order id to user,BookingSystem
41,2024-09-27 22:36:33.159911,2024-09-27 22:36:35.407452,Confirm and pay,Bob
41,2024-09-27 22:36:35.407452,2024-09-27 22:36:36.901309,Validate user payment information and process payment,PaymentGateway
41,2024-09-27 22:36:36.901309,2024-09-27 22:36:38.170222,Update inventory,InventorySystem
41,2024-09-27 22:36:38.170222,2024-09-27 22:36:39.709482,Send confirmation message to user,BookingSystem
41,2024-09-27 22:36:39.709482,2024-09-27 22:36:43.562744,Receive confirmation,Bob
42,2024-09-27 22:36:02.924783,2024-09-27 22:36:05.530749,Search for attraction,Eve
42,2024-09-27 22:36:05.530749,2024-09-27 22:36:08.276838,Response attraction information to user,VisitorInformationSystem
42,2024-09-27 22:36:08.276838,2024-09-27 22:36:09.385193,Click specific attraction book now button,Eve
42,2024-09-27 22:36:09.385193,2024-09-27 22:36:12.907484,Response tour information to user,BookingSystem
42,2024-09-27 22:36:12.907484,2024-09-27 22:36:17.040030,View specific tour details,Eve
42,2024-09-27 22:36:17.040030,2024-09-27 22:36:20.390449,Fill personal information and click book button,Eve
42,2024-09-27 22:36:20.390449,2024-09-27 22:36:22.873305,Validate user input,BookingSystem
42,2024-09-27 22:36:22.873305,2024-09-27 22:36:24.211384,Check availability,InventorySystem
42,2024-09-27 22:36:24.211384,2024-09-27 22:36:25.862974,Create an order and return an order id to user,BookingSystem
42,2024-09-27 22:36:25.862974,2024-09-27 22:36:28.644800,Confirm and pay,Eve
42,2024-09-27 22:36:28.644800,2024-09-27 22:36:30.842560,Validate user payment information and process payment,PaymentGateway
42,2024-09-27 22:36:30.842560,2024-09-27 22:36:33.459802,Update inventory,InventorySystem
42,2024-09-27 22:36:33.459802,2024-09-27 22:36:37.842326,Send confirmation message to user,BookingSystem
42,2024-09-27 22:36:37.842326,2024-09-27 22:36:40.555731,Receive confirmation,Eve
43,2024-09-27 22:36:02.924791,2024-09-27 22:36:05.095882,Search for attraction,Bob
43,2024-09-27 22:36:05.095882,2024-09-27 22:36:05.095882,Process terminated: User exited early,Bob
44,2024-09-27 22:36:02.924792,2024-09-27 22:36:05.307368,Search for attraction,Bob
44,2024-09-27 22:36:05.307368,2024-09-27 22:36:06.426952,Response attraction information to user,VisitorInformationSystem
44,2024-09-27 22:36:06.426952,2024-09-27 22:36:09.947869,Click specific attraction book now button,Bob
44,2024-09-27 22:36:09.947869,2024-09-27 22:36:14.692684,Response tour information to user,BookingSystem
44,2024-09-27 22:36:14.692684,2024-09-27 22:36:19.604471,View specific tour details,Bob
44,2024-09-27 22:36:19.604471,2024-09-27 22:36:21.830883,Fill personal information and click book button,Bob
44,2024-09-27 22:36:21.830883,2024-09-27 22:36:24.996345,Validate user input,BookingSystem
44,2024-09-27 22:36:24.996345,2024-09-27 22:36:29.324231,Check availability,InventorySystem
44,2024-09-27 22:36:29.324231,2024-09-27 22:36:32.499971,Create an order and return an order id to user,BookingSystem
44,2024-09-27 22:36:32.499971,2024-09-27 22:36:34.854676,Confirm and pay,Bob
44,2024-09-27 22:36:34.854676,2024-09-27 22:36:37.322909,Validate user payment information and process payment,PaymentGateway
44,2024-09-27 22:36:37.322909,2024-09-27 22:36:41.889292,Update inventory,InventorySystem
44,2024-09-27 22:36:41.889292,2024-09-27 22:36:43.062994,Send confirmation message to user,BookingSystem
44,2024-09-27 22:36:43.062994,2024-09-27 22:36:45.959064,Receive confirmation,Bob
45,2024-09-27 22:36:02.924803,2024-09-27 22:36:04.181116,Search for attraction,Charlie
45,2024-09-27 22:36:04.181116,2024-09-27 22:36:08.100496,Response attraction information to user,VisitorInformationSystem
45,2024-09-27 22:36:08.100496,2024-09-27 22:36:10.845548,Click specific attraction book now button,Charlie
45,2024-09-27 22:36:10.845548,2024-09-27 22:36:14.885462,Response tour information to user,BookingSystem
45,2024-09-27 22:36:14.885462,2024-09-27 22:36:18.314464,View specific tour details,Charlie
45,2024-09-27 22:36:18.314464,2024-09-27 22:36:22.116052,Fill personal information and click book button,Charlie
45,2024-09-27 22:36:22.116052,2024-09-27 22:36:26.035485,Validate user input,BookingSystem
45,2024-09-27 22:36:26.035485,2024-09-27 22:36:29.124536,Check availability,InventorySystem
45,2024-09-27 22:36:29.124536,2024-09-27 22:36:31.570935,Create an order and return an order id to user,BookingSystem
45,2024-09-27 22:36:31.570935,2024-09-27 22:36:34.735677,Confirm and pay,Charlie
45,2024-09-27 22:36:34.735677,2024-09-27 22:36:36.981348,Validate user payment information and process payment,PaymentGateway
45,2024-09-27 22:36:36.981348,2024-09-27 22:36:41.057048,Update inventory,InventorySystem
45,2024-09-27 22:36:41.057048,2024-09-27 22:36:45.084763,Send confirmation message to user,BookingSystem
45,2024-09-27 22:36:45.084763,2024-09-27 22:36:47.803383,Receive confirmation,Charlie
46,2024-09-27 22:36:02.924814,2024-09-27 22:36:04.001805,Browse attraction page,Bob
46,2024-09-27 22:36:04.001805,2024-09-27 22:36:07.696605,Response attraction information to user,VisitorInformationSystem
46,2024-09-27 22:36:07.696605,2024-09-27 22:36:11.407650,Click specific attraction book now button,Bob
46,2024-09-27 22:36:11.407650,2024-09-27 22:36:13.683750,Response tour information to user,BookingSystem
46,2024-09-27 22:36:13.683750,2024-09-27 22:36:17.105346,View specific tour details,Bob
46,2024-09-27 22:36:17.105346,2024-09-27 22:36:18.553017,Fill personal information and click book button,Bob
46,2024-09-27 22:36:18.553017,2024-09-27 22:36:20.465130,Validate user input,BookingSystem
46,2024-09-27 22:36:20.465130,2024-09-27 22:36:25.455567,Check availability,InventorySystem
46,2024-09-27 22:36:25.455567,2024-09-27 22:36:29.896988,Create an order and return an order id to user,BookingSystem
46,2024-09-27 22:36:29.896988,2024-09-27 22:36:34.016932,Confirm and pay,Bob
46,2024-09-27 22:36:34.016932,2024-09-27 22:36:37.350903,Validate user payment information and process payment,PaymentGateway
46,2024-09-27 22:36:37.350903,2024-09-27 22:36:41.343429,Update inventory,InventorySystem
46,2024-09-27 22:36:41.343429,2024-09-27 22:36:45.914916,Send confirmation message to user,BookingSystem
46,2024-09-27 22:36:45.914916,2024-09-27 22:36:47.883664,Receive confirmation,Bob
47,2024-09-27 22:36:02.924821,2024-09-27 22:36:05.892438,Search for attraction,David
47,2024-09-27 22:36:05.892438,2024-09-27 22:36:09.952110,Response attraction information to user,VisitorInformationSystem
47,2024-09-27 22:36:09.952110,2024-09-27 22:36:11.011152,Click specific attraction book now button,David
47,2024-09-27 22:36:11.011152,2024-09-27 22:36:12.964560,Response tour information to user,BookingSystem
47,2024-09-27 22:36:12.964560,2024-09-27 22:36:14.063517,View specific tour details,David
